__template__;__title__;__vraag__;__mc1Goed__;__mc2Fout__;__mc3Fout__;__mc4Fout__;__fill1Goed__;__fill2Goed__;__fill3Goed__;__fill4Goed__;__fill5Goed__;__fill6Goed__;__fill7Goed__;__fill8Goed__;__openModelAntwoord__;__openCriterium1__;__openCriterium2__;__openCriterium3__;__openCriterium4__;__1Jaar__;__2Hoofdstuk__;__3Deel__;__4Pargrf__;__5Taal__;__6Omvang__;__7Type__;__8Bron__;__meta__
mc;affreux/ -se;affreux/ -se;afgrijselijk;boeiend;ontspannend;;;;;;;;;;;;;;;3V;H02;EFGH;E;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253909,253911,253919,253924,253929,253931,253933,253936]}"
mc;garder (quelqu'un);garder (quelqu'un);op (iemand) passen;(iemand) ophalen;(iemand) aanraken;;;;;;;;;;;;;;;3V;H02;EFGH;E;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253909,253911,253919,253924,253929,253931,253933,253936]}"
mc;sortir le chien;sortir le chien;de hond uitlaten;mijn kamer opruimen;vooruitgaan;;;;;;;;;;;;;;;3V;H02;EFGH;E;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253909,253911,253919,253924,253929,253931,253933,253936]}"
mc;ranger ma chambre;ranger ma chambre;mijn kamer opruimen;wielrennen;de hond uitlaten;;;;;;;;;;;;;;;3V;H02;EFGH;E;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253909,253911,253919,253924,253929,253931,253933,253936]}"
mc;chanter;chanter;zingen;lezen;vergeten;;;;;;;;;;;;;;;3V;H02;EFGH;E;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253909,253911,253919,253924,253929,253931,253933,253936]}"
mc;être actif/ -ve;être actif/ -ve;actief zijn;creatief zijn;muzikaal zijn;;;;;;;;;;;;;;;3V;H02;EFGH;E;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253909,253911,253919,253924,253929,253931,253933,253936]}"
mc;être sportif/ -ve;être sportif/ -ve;sportief zijn;actief zijn;muzikaal zijn;;;;;;;;;;;;;;;3V;H02;EFGH;E;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253909,253911,253919,253924,253929,253931,253933,253936]}"
mc;être créatif/ -ve;être créatif/ -ve;creatief zijn;muzikaal zijn;sportief zijn;;;;;;;;;;;;;;;3V;H02;EFGH;E;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253909,253911,253919,253924,253929,253931,253933,253936]}"
mc;avoir l'oreille musicale;avoir l'oreille musicale;muzikaal zijn;sportief zijn;actief zijn;;;;;;;;;;;;;;;3V;H02;EFGH;E;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253909,253911,253919,253924,253929,253931,253933,253936]}"
mc;au nord;au nord;in het noorden;in het zuiden;in het westen;;;;;;;;;;;;;;;3V;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253909,253911,253919,253925,253929,253931,253933,253936]}"
mc;à l'est;à l'est;in het oosten;in het noorden;in het westen;;;;;;;;;;;;;;;3V;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253909,253911,253919,253925,253929,253931,253933,253936]}"
mc;au sud;au sud;in het zuiden ;in het oosten;in het noorden;;;;;;;;;;;;;;;3V;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253909,253911,253919,253925,253929,253931,253933,253936]}"
mc;à l'ouest;à l'ouest;in het westen;in het zuiden;in het oosten;;;;;;;;;;;;;;;3V;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253909,253911,253919,253925,253929,253931,253933,253936]}"
mc;lourd(e) ;lourd(e) ;zwaar;licht (van gewicht);makkelijk;;;;;;;;;;;;;;;3V;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253909,253911,253919,253925,253929,253931,253933,253936]}"
mc;léger/ -ère;léger/ -ère;licht (van gewicht);zwaar;moeilijk;;;;;;;;;;;;;;;3V;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253909,253911,253919,253925,253929,253931,253933,253936]}"
mc;pauvre;pauvre;arm;warm;verlegen;;;;;;;;;;;;;;;3V;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253909,253911,253919,253925,253929,253931,253933,253936]}"
mc;riche;riche;rijk;warm;sterk;;;;;;;;;;;;;;;3V;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253909,253911,253919,253925,253929,253931,253933,253936]}"
mc;chaud;chaud;warm;zwaar;zwak, slap;;;;;;;;;;;;;;;3V;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253909,253911,253919,253925,253929,253931,253933,253936]}"
mc;froid;froid;koud;arm;rijk;;;;;;;;;;;;;;;3V;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253909,253911,253919,253925,253929,253931,253933,253936]}"
mc;au printemps;au printemps;in de lente;in de zomer;in de herfst;;;;;;;;;;;;;;;3V;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253909,253911,253919,253925,253929,253931,253933,253936]}"
mc;en été;en été;in de zomer;in de herfst;in de lente;;;;;;;;;;;;;;;3V;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253909,253911,253919,253925,253929,253931,253933,253936]}"
mc;en automne;en automne;in de herfst;in de winter;in de zomer;;;;;;;;;;;;;;;3V;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253909,253911,253919,253925,253929,253931,253933,253936]}"
mc;en hiver;en hiver;in de winter;in de lente;in de herfst;;;;;;;;;;;;;;;3V;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253909,253911,253919,253925,253929,253931,253933,253936]}"
mc;il pèse;il pèse;hij weegt;hij zit;hij gaat slapen;;;;;;;;;;;;;;;3V;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253909,253911,253919,253925,253929,253931,253933,253936]}"
mc;ça marche;ça marche;dat werkt;dat bevalt me;dat vind ik vreselijk;;;;;;;;;;;;;;;3V;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253909,253911,253919,253925,253929,253931,253933,253936]}"
mc;la différence;la différence;het verschil;het begin;de wedstrijd;;;;;;;;;;;;;;;3V;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253909,253911,253919,253925,253929,253931,253933,253936]}"
mc;timide;timide;verlegen;zwak, slap;rijk;;;;;;;;;;;;;;;3V;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253909,253911,253919,253925,253929,253931,253933,253936]}"
mc;l'enfant m;l'enfant m;het kind;de tegenstander;de scheidsrechter;;;;;;;;;;;;;;;3V;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253909,253911,253919,253925,253929,253931,253933,253936]}"
mc;l'adulte m;l'adulte m;de volwassene;het kind;de scheidsrechter;;;;;;;;;;;;;;;3V;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253909,253911,253919,253925,253929,253931,253933,253936]}"
mc;l'arbitre m;l'arbitre m;de scheidsrechter;het kind;de volwassene;;;;;;;;;;;;;;;3V;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253909,253911,253919,253925,253929,253931,253933,253936]}"
mc;la source;la source;de bron;de krant;het onderwerp;;;;;;;;;;;;;;;3V;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253909,253911,253919,253925,253929,253931,253933,253936]}"
mc;le concours;le concours;de wedstrijd;het onderwerp;de bron;;;;;;;;;;;;;;;3V;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253909,253911,253919,253925,253929,253931,253933,253936]}"
mc;accrocher;accrocher;(iets) ophangen;leren;op (iemand) passen;;;;;;;;;;;;;;;3V;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253909,253911,253919,253925,253929,253931,253933,253936]}"
mc;il est assis;il est assis;hij zit;hij weegt;hij staat op;;;;;;;;;;;;;;;3V;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253909,253911,253919,253925,253929,253931,253933,253936]}"
mc;s'asseoir;s'asseoir;zitten;leren;vergeten;;;;;;;;;;;;;;;3V;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253909,253911,253919,253925,253929,253931,253933,253936]}"
mc;être prêt(e) à;être prêt(e) à;bereid zijn om te ;bang zijn voor;zich vergissen;;;;;;;;;;;;;;;3V;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253909,253911,253919,253925,253929,253931,253933,253936]}"
mc;chercher (quelqu'un);chercher (quelqu'un);(iemand) ophalen;(iemand) aanraken;op (iemand) passen;;;;;;;;;;;;;;;3V;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253909,253911,253919,253925,253929,253931,253933,253936]}"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
